review_id,product_category,product_name,review_text,star_rating,review_date,verified_purchase,text_for_topics,text_for_sentiment,extractive_summary,abstractive_summary
2939,Living Room,SoundBar X200 Bluetooth,Solid quality and great value. The SoundBar X200 Bluetooth feels premium and performs even better.,5,2023-01-14,True,solid quality great value soundbar x200 bluetooth feel premium perform well,solid quality and great value . the soundbar x200 bluetooth feels premium and performs even better .,The SoundBar X200 Bluetooth feels premium and performs even better.,Solid quality and great value. The SoundBar X200 Bluetooth feels premium and performs even better.
2940,Kitchen Appliances,TurboBlend Pro 5000,Absolutely love my TurboBlend Pro 5000! Works perfectly and arrived on time. Would buy again. !!!!!!,5,2024-09-05,True,absolutely love turboblend pro 5000 work perfectly arrive time buy,absolutely love my turboblend pro 5000 ! works perfectly and arrived on time . would buy again . ! ! ! ! ! !,Absolutely love my TurboBlend Pro 5000!,Absolutely love my TurboBlend Pro 5000! Works perfectly and arrived on time. Would buy again. !!!!!!
2941,Kitchen Appliances,InstaBrew Coffee Maker,"The InstaBrew Coffee Maker leaks, smells like burnt plastic, and the manual is useless. Awful.",2,2023-07-01,True,instabrew coffee maker leak smell like burn plastic manual useless awful,"the instabrew coffee maker leaks , smells like burnt plastic , and the manual is useless . awful .","The InstaBrew Coffee Maker leaks, smells like burnt plastic, and the manual is useless.","The InstaBrew Coffee Maker leaks, smells like burnt plastic, and the manual is useless. Awful."
2942,Bathroom,FoamPure Electric Toothbrush,Outstanding product. The FoamPure Electric Toothbrush has made my daily routine so much easier. Thank you!,5,2023-08-27,True,outstanding product foampure electric toothbrush daily routine easy thank,outstanding product . the foampure electric toothbrush has made my daily routine so much easier . thank you !,The FoamPure Electric Toothbrush has made my daily routine so much easier.,Outstanding product. The FoamPure Electric Toothbrush has made my daily routine so much easier. Thank you!
2943,Bedroom Furniture,DreamRest Memory Foam Mattress,I was skeptical at first but the DreamRest Memory Foam Mattress is genuinely impressive. Fast delivery too.,4,2023-01-24,True,skeptical dreamr memory foam mattress genuinely impressive fast delivery,i was skeptical at first but the dreamrest memory foam mattress is genuinely impressive . fast delivery too .,I was skeptical at first but the DreamRest Memory Foam Mattress is genuinely impressive.,I was skeptical at first but the DreamRest Memory Foam Mattress is genuinely impressive. Fast delivery too.
2944,Living Room,GlowLight Floor Lamp,"Five stars. The GlowLight Floor Lamp is well built, easy to set up, and my whole family loves it.",4,2024-11-24,True,star glowlight floor lamp build easy set family love,"five stars . the glowlight floor lamp is well built , easy to set up , and my whole family loves it .","The GlowLight Floor Lamp is well built, easy to set up, and my whole family loves it.","Five stars. The GlowLight Floor Lamp is well built, easy to set up, and my whole family loves it."
2945,Bathroom,AquaFlow Rainfall Showerhead,Bought the AquaFlow Rainfall Showerhead as a gift and the recipient loved it. Excellent build quality.,4,2023-01-07,True,buy aquaflow rainfall showerhead gift recipient love excellent build quality,bought the aquaflow rainfall showerhead as a gift and the recipient loved it . excellent build quality .,Bought the AquaFlow Rainfall Showerhead as a gift and the recipient loved it.,Bought the AquaFlow Rainfall Showerhead as a gift and the recipient loved it. Excellent build quality.
2946,Bathroom,SoftTouch Luxury Towel Set,I wanted to love this but the SoftTouch Luxury Towel Set died in week one. Warranty claim was denied.,1,2023-12-31,True,want love softtouch luxury towel set die week warranty claim deny,i wanted to love this but the softtouch luxury towel set died in week one . warranty claim was denied .,I wanted to love this but the SoftTouch Luxury Towel Set died in week one.,I wanted to love this but the SoftTouch Luxury Towel Set died in week one. Warranty claim was denied.
2947,Kitchen Appliances,TurboBlend Pro 5000,Great product. The TurboBlend Pro 5000 exceeded my expectations in every way. Highly recommend!,4,2023-06-18,True,great product turboblend pro 5000 exceed expectation way highly recommend,great product . the turboblend pro 5000 exceeded my expectations in every way . highly recommend !,The TurboBlend Pro 5000 exceeded my expectations in every way.,Great product. The TurboBlend Pro 5000 exceeded my expectations in every way. Highly recommend!
2948,Living Room,CozySofa L-Shape Sectional,My CozySofa L-Shape Sectional arrived well packaged and started working immediately. No issues at all.,5,2024-03-06,True,cozysofa l shape sectional arrive package start work immediately issue,my cozysofa l - shape sectional arrived well packaged and started working immediately . no issues at all .,My CozySofa L-Shape Sectional arrived well packaged and started working immediately.,My CozySofa L-Shape Sectional arrived well packaged and started working immediately. No issues at all.
2949,Bathroom,FoamPure Electric Toothbrush,Outstanding product. The FoamPure Electric Toothbrush has made my daily routine so much easier. Thank you!,4,2023-02-14,True,outstanding product foampure electric toothbrush daily routine easy thank,outstanding product . the foampure electric toothbrush has made my daily routine so much easier . thank you !,The FoamPure Electric Toothbrush has made my daily routine so much easier.,Outstanding product. The FoamPure Electric Toothbrush has made my daily routine so much easier. Thank you!
2950,Bedroom Furniture,DreamRest Memory Foam Mattress,Solid quality and great value. The DreamRest Memory Foam Mattress feels premium and performs even better.,5,2024-06-29,False,solid quality great value dreamr memory foam mattress feel premium perform well,solid quality and great value . the dreamrest memory foam mattress feels premium and performs even better .,The DreamRest Memory Foam Mattress feels premium and performs even better.,Solid quality and great value. The DreamRest Memory Foam Mattress feels premium and performs even better.
2951,Bathroom,MirrorPro LED Vanity Mirror,"The MirrorPro LED Vanity Mirror is easy to clean, quiet during operation, and looks great. 5 stars! !!!!!!",5,2024-09-21,True,mirrorpro lead vanity mirror easy clean quiet operation look great 5 star,"the mirrorpro led vanity mirror is easy to clean , quiet during operation , and looks great . 5 stars ! ! ! ! ! ! !","The MirrorPro LED Vanity Mirror is easy to clean, quiet during operation, and looks great.","The MirrorPro LED Vanity Mirror is easy to clean, quiet during operation, and looks great. 5 stars! !!!!!!"
2952,Bedroom Furniture,CloudPillow Set (2-pack),Bought the CloudPillow Set (2-pack) as a gift and the recipient loved it. Excellent build quality.,5,2023-10-12,True,buy cloudpillow set 2 pack gift recipient love excellent build quality,bought the cloudpillow set ( 2 - pack ) as a gift and the recipient loved it . excellent build quality .,Bought the CloudPillow Set (2-pack) as a gift and the recipient loved it.,Bought the CloudPillow Set (2-pack) as a gift and the recipient loved it. Excellent build quality.
2953,Bedroom Furniture,VelvetTouch Duvet Cover,IT IS A FINE PRODUCT. THE VELVETTOUCH DUVET COVER GETS THE JOB DONE BUT I EXPECTED BETTER QUALITY.,3,2023-03-27,True,fine product velvettouch duvet cover get job expect well quality,it is a fine product . the velvettouch duvet cover gets the job done but i expected better quality .,THE VELVETTOUCH DUVET COVER GETS THE JOB DONE,IT IS A FINE PRODUCT. THE VELVETTOUCH DUVET COVER GETS THE JOB DONE BUT I EXPECTED BETTER QUALITY.
2954,Bathroom,FoamPure Electric Toothbrush,Great product. The FoamPure Electric Toothbrush exceeded my expectations in every way. Highly recommend!,5,2024-01-06,True,great product foampure electric toothbrush exceed expectation way highly recommend,great product . the foampure electric toothbrush exceeded my expectations in every way . highly recommend !,The FoamPure Electric Toothbrush exceeded my expectations in every way.,Great product. The FoamPure Electric Toothbrush exceeded my expectations in every way. Highly recommend!
2955,Bathroom,AquaFlow Rainfall Showerhead,Outstanding product. The AquaFlow Rainfall Showerhead has made my daily routine so much easier. Thank you!,5,2023-07-18,True,outstanding product aquaflow rainfall showerhead daily routine easy thank,outstanding product . the aquaflow rainfall showerhead has made my daily routine so much easier . thank you !,The AquaFlow Rainfall Showerhead has made my daily routine so much easier.,Outstanding product. The AquaFlow Rainfall Showerhead has made my daily routine so much easier. Thank you!
2956,Kitchen Appliances,TurboBlend Pro 5000,Great product. The TurboBlend Pro 5000 exceeded my expectations in every way. Highly recommend!,4,2023-04-06,True,great product turboblend pro 5000 exceed expectation way highly recommend,great product . the turboblend pro 5000 exceeded my expectations in every way . highly recommend !,The TurboBlend Pro 5000 exceeded my expectations in every way.,Great product. The TurboBlend Pro 5000 exceeded my expectations in every way. Highly recommend!
2957,Living Room,SmartTV 55in 4K UHD,"FIVE STARS. THE SMARTTV 55IN 4K UHD IS WELL BUILT, EASY TO SET UP, AND MY WHOLE FAMILY LOVES IT.",5,2023-07-13,True,star smarttv 55 4k uhd build easy set family love,"five stars . the smarttv 55 in 4k uhd is well built , easy to set up , and my whole family loves it .","THE SMARTTV 55IN 4K UHD IS WELL BUILT, EASY TO SET UP, AND MY WHOLE FAMILY LOVES IT.","FIVE STARS. THE SMARTTV 55IN 4K UHD IS WELL BUILT, EASY TO SET UP, AND MY WHOLE FAMILY LOVES IT."
2958,Living Room,SmartTV 55in 4K UHD,I was skeptical at first but the SmartTV 55in 4K UHD is genuinely impressive. Fast delivery too. https://fakeurl.com/ref123,4,2024-05-28,True,skeptical smarttv 55 4k uhd genuinely impressive fast delivery,i was skeptical at first but the smarttv 55 in 4k uhd is genuinely impressive . fast delivery too .,I was skeptical at first but the SmartTV 55in 4K UHD is genuinely impressive.,I was skeptical at first but the SmartTV 55in 4K UHD is genuinely impressive. Fast delivery too. https://fakeurl.com/ref123
2959,Living Room,SoundBar X200 Bluetooth,Mixed feelings about the SoundBar X200 Bluetooth. Setup was easy but performance is mediocre.,3,2024-01-13,False,mixed feeling soundbar x200 bluetooth setup easy performance mediocre,mixed feelings about the soundbar x200 bluetooth . setup was easy but performance is mediocre .,Mixed feelings about the SoundBar X200 Bluetooth.,Mixed feelings about the SoundBar X200 Bluetooth. Setup was easy but performance is mediocre.
2960,Kitchen Appliances,CrispAir Fryer XL,"Five stars. The CrispAir Fryer XL is well built, easy to set up, and my whole family loves it.",5,2023-09-07,True,star crispair fryer xl build easy set family love,"five stars . the crispair fryer xl is well built , easy to set up , and my whole family loves it .","The CrispAir Fryer XL is well built, easy to set up, and my whole family loves it.","Five stars. The CrispAir Fryer XL is well built, easy to set up, and my whole family loves it."
2961,Bathroom,AquaFlow Rainfall Showerhead,"Five stars. The AquaFlow Rainfall Showerhead is well built, easy to set up, and my whole family loves it.",5,2023-02-24,False,star aquaflow rainfall showerhead build easy set family love,"five stars . the aquaflow rainfall showerhead is well built , easy to set up , and my whole family loves it .","The AquaFlow Rainfall Showerhead is well built, easy to set up, and my whole family loves it.","Five stars. The AquaFlow Rainfall Showerhead is well built, easy to set up, and my whole family loves it."
2962,Bathroom,SoftTouch Luxury Towel Set,I was skeptical at first but the SoftTouch Luxury Towel Set is genuinely impressive. Fast delivery too.,5,2023-09-28,True,skeptical softtouch luxury towel set genuinely impressive fast delivery,i was skeptical at first but the softtouch luxury towel set is genuinely impressive . fast delivery too .,I was skeptical at first but the SoftTouch Luxury Towel Set is genuinely impressive.,I was skeptical at first but the SoftTouch Luxury Towel Set is genuinely impressive. Fast delivery too.
2963,Kitchen Appliances,InstaBrew Coffee Maker,"The InstaBrew Coffee Maker leaks, smells like burnt plastic, and the manual is useless. Awful.",1,2023-03-24,True,instabrew coffee maker leak smell like burn plastic manual useless awful,"the instabrew coffee maker leaks , smells like burnt plastic , and the manual is useless . awful .","The InstaBrew Coffee Maker leaks, smells like burnt plastic, and the manual is useless.","The InstaBrew Coffee Maker leaks, smells like burnt plastic, and the manual is useless. Awful."
2964,Bathroom,SoftTouch Luxury Towel Set,Bought the SoftTouch Luxury Towel Set as a gift and the recipient loved it. Excellent build quality. !!!!!!,5,2024-01-05,True,buy softtouch luxury towel set gift recipient love excellent build quality,bought the softtouch luxury towel set as a gift and the recipient loved it . excellent build quality . ! ! ! ! ! !,Bought the SoftTouch Luxury Towel Set as a gift and the recipient loved it.,Bought the SoftTouch Luxury Towel Set as a gift and the recipient loved it. Excellent build quality. !!!!!!
2965,Kitchen Appliances,InstaBrew Coffee Maker,Great product. The InstaBrew Coffee Maker exceeded my expectations in every way. Highly recommend!,5,2023-12-08,True,great product instabrew coffee maker exceed expectation way highly recommend,great product . the instabrew coffee maker exceeded my expectations in every way . highly recommend !,The InstaBrew Coffee Maker exceeded my expectations in every way.,Great product. The InstaBrew Coffee Maker exceeded my expectations in every way. Highly recommend!
2966,Living Room,AirPurifier ProMax,My AirPurifier ProMax arrived well packaged and started working immediately. No issues at all.,5,2023-06-15,True,airpurifier promax arrive package start work immediately issue,my airpurifier promax arrived well packaged and started working immediately . no issues at all .,My AirPurifier ProMax arrived well packaged and started working immediately.,My AirPurifier ProMax arrived well packaged and started working immediately. No issues at all.
2967,Living Room,CozySofa L-Shape Sectional,Best purchase I made this year. The CozySofa L-Shape Sectional works exactly as advertised. Very happy. !!!!!!,5,2023-12-01,True,good purchase year cozysofa l shape sectional work exactly advertise happy,best purchase i made this year . the cozysofa l - shape sectional works exactly as advertised . very happy . ! ! ! ! ! !,The CozySofa L-Shape Sectional works exactly as advertised.,Best purchase I made this year. The CozySofa L-Shape Sectional works exactly as advertised. Very happy. !!!!!!
2968,Bathroom,FoamPure Electric Toothbrush,Outstanding product. The FoamPure Electric Toothbrush has made my daily routine so much easier. Thank you!,4,2023-02-01,True,outstanding product foampure electric toothbrush daily routine easy thank,outstanding product . the foampure electric toothbrush has made my daily routine so much easier . thank you !,The FoamPure Electric Toothbrush has made my daily routine so much easier.,Outstanding product. The FoamPure Electric Toothbrush has made my daily routine so much easier. Thank you!
2969,Bedroom Furniture,VelvetTouch Duvet Cover,Solid quality and great value. The VelvetTouch Duvet Cover feels premium and performs even better.,4,2024-04-14,True,solid quality great value velvettouch duvet cover feel premium perform well,solid quality and great value . the velvettouch duvet cover feels premium and performs even better .,The VelvetTouch Duvet Cover feels premium and performs even better.,Solid quality and great value. The VelvetTouch Duvet Cover feels premium and performs even better.
2970,Bedroom Furniture,VelvetTouch Duvet Cover,Decent product for the price. The VelvetTouch Duvet Cover has some quirks but generally works fine.,4,2024-11-13,True,decent product price velvettouch duvet cover quirk generally work fine,decent product for the price . the velvettouch duvet cover has some quirks but generally works fine .,The VelvetTouch Duvet Cover has some quirks but generally works fine.,Decent product for the price. The VelvetTouch Duvet Cover has some quirks but generally works fine.
2971,Living Room,CozySofa L-Shape Sectional,<p>The CozySofa L-Shape Sectional worked for exactly 4 days then completely stopped. Total waste of money.</p>,2,2023-08-19,False,cozysofa l shape sectional work exactly 4 day completely stop total waste money,the cozysofa l - shape sectional worked for exactly 4 days then completely stopped . total waste of money .,<p>The CozySofa L-Shape Sectional worked for exactly 4 days then completely stopped.,<p>The CozySofa L-Shape Sectional worked for exactly 4 days then completely stopped. Total waste of money.</p>
2972,Kitchen Appliances,SteamKing Rice Cooker,Best purchase I made this year. The SteamKing Rice Cooker works exactly as advertised. Very happy.,5,2024-08-04,True,good purchase year steamking rice cooker work exactly advertise happy,best purchase i made this year . the steamking rice cooker works exactly as advertised . very happy .,The SteamKing Rice Cooker works exactly as advertised.,Best purchase I made this year. The SteamKing Rice Cooker works exactly as advertised. Very happy.
2973,Bathroom,SoftTouch Luxury Towel Set,The SoftTouch Luxury Towel Set overheated and stopped working after 3 uses. Safety hazard. 1 star.,1,2023-06-08,False,softtouch luxury towel set overheat stop work 3 us safety hazard 1 star,the softtouch luxury towel set overheated and stopped working after 3 uses . safety hazard . 1 star .,The SoftTouch Luxury Towel Set overheated and stopped working after 3 uses.,The SoftTouch Luxury Towel Set overheated and stopped working after 3 uses. Safety hazard. 1 star.
2974,Bathroom,MirrorPro LED Vanity Mirror,Best purchase I made this year. The MirrorPro LED Vanity Mirror works exactly as advertised. Very happy.,5,2023-10-16,True,good purchase year mirrorpro lead vanity mirror work exactly advertise happy,best purchase i made this year . the mirrorpro led vanity mirror works exactly as advertised . very happy .,The MirrorPro LED Vanity Mirror works exactly as advertised.,Best purchase I made this year. The MirrorPro LED Vanity Mirror works exactly as advertised. Very happy.
2975,Living Room,GlowLight Floor Lamp,"Five stars. The GlowLight Floor Lamp is well built, easy to set up, and my whole family loves it.",5,2023-01-10,True,star glowlight floor lamp build easy set family love,"five stars . the glowlight floor lamp is well built , easy to set up , and my whole family loves it .","The GlowLight Floor Lamp is well built, easy to set up, and my whole family loves it.","Five stars. The GlowLight Floor Lamp is well built, easy to set up, and my whole family loves it."
2976,Kitchen Appliances,SteamKing Rice Cooker,Bought the SteamKing Rice Cooker as a gift and the recipient loved it. Excellent build quality.,5,2023-10-24,False,buy steamking rice cooker gift recipient love excellent build quality,bought the steamking rice cooker as a gift and the recipient loved it . excellent build quality .,Bought the SteamKing Rice Cooker as a gift and the recipient loved it.,Bought the SteamKing Rice Cooker as a gift and the recipient loved it. Excellent build quality.
2977,Bathroom,SoftTouch Luxury Towel Set,Absolutely love my SoftTouch Luxury Towel Set! Works perfectly and arrived on time. Would buy again.,5,2023-08-22,True,absolutely love softtouch luxury towel set work perfectly arrive time buy,absolutely love my softtouch luxury towel set ! works perfectly and arrived on time . would buy again .,Absolutely love my SoftTouch Luxury Towel Set!,Absolutely love my SoftTouch Luxury Towel Set! Works perfectly and arrived on time. Would buy again.
2978,Bedroom Furniture,VelvetTouch Duvet Cover,Absolutely love my VelvetTouch Duvet Cover! Works perfectly and arrived on time. Would buy again.,4,2023-01-09,False,absolutely love velvettouch duvet cover work perfectly arrive time buy,absolutely love my velvettouch duvet cover ! works perfectly and arrived on time . would buy again .,Absolutely love my VelvetTouch Duvet Cover!,Absolutely love my VelvetTouch Duvet Cover! Works perfectly and arrived on time. Would buy again.
2979,Kitchen Appliances,SliceMaster Food Processor,Best purchase I made this year. The SliceMaster Food Processor works exactly as advertised. Very happy.,4,2024-11-15,True,good purchase year slicemaster food processor work exactly advertise happy,best purchase i made this year . the slicemaster food processor works exactly as advertised . very happy .,The SliceMaster Food Processor works exactly as advertised.,Best purchase I made this year. The SliceMaster Food Processor works exactly as advertised. Very happy.
2980,Bedroom Furniture,NightOwl LED Bedside Lamp,The NightOwl LED Bedside Lamp itself is fine but the packaging was completely destroyed on arrival.,2,2024-08-22,True,nightowl lead bedside lamp fine packaging completely destroy arrival,the nightowl led bedside lamp itself is fine but the packaging was completely destroyed on arrival .,The NightOwl LED Bedside Lamp itself is fine but the packaging was completely destroyed on arrival.,The NightOwl LED Bedside Lamp itself is fine but the packaging was completely destroyed on arrival.
2981,Living Room,CozySofa L-Shape Sectional,Solid quality and great value. The CozySofa L-Shape Sectional feels premium and performs even better.,4,2024-02-20,True,solid quality great value cozysofa l shape sectional feel premium perform well,solid quality and great value . the cozysofa l - shape sectional feels premium and performs even better .,The CozySofa L-Shape Sectional feels premium and performs even better.,Solid quality and great value. The CozySofa L-Shape Sectional feels premium and performs even better.
2982,Kitchen Appliances,SliceMaster Food Processor,The SliceMaster Food Processor arrived on time and works as described. Not great not terrible.,3,2024-08-09,True,slicemaster food processor arrive time work describe great terrible,the slicemaster food processor arrived on time and works as described . not great not terrible .,The SliceMaster Food Processor arrived on time and works as described.,The SliceMaster Food Processor arrived on time and works as described. Not great not terrible.
2983,Bathroom,SoftTouch Luxury Towel Set,Best purchase I made this year. The SoftTouch Luxury Towel Set works exactly as advertised. Very happy.,4,2023-11-11,True,good purchase year softtouch luxury towel set work exactly advertise happy,best purchase i made this year . the softtouch luxury towel set works exactly as advertised . very happy .,The SoftTouch Luxury Towel Set works exactly as advertised.,Best purchase I made this year. The SoftTouch Luxury Towel Set works exactly as advertised. Very happy.
2984,Living Room,CozySofa L-Shape Sectional,Outstanding product. The CozySofa L-Shape Sectional has made my daily routine so much easier. Thank you!,5,2023-03-08,False,outstanding product cozysofa l shape sectional daily routine easy thank,outstanding product . the cozysofa l - shape sectional has made my daily routine so much easier . thank you !,The CozySofa L-Shape Sectional has made my daily routine so much easier.,Outstanding product. The CozySofa L-Shape Sectional has made my daily routine so much easier. Thank you!
2985,Kitchen Appliances,CrispAir Fryer XL,Solid quality and great value. The CrispAir Fryer XL feels premium and performs even better.,5,2024-03-25,True,solid quality great value crispair fryer xl feel premium perform well,solid quality and great value . the crispair fryer xl feels premium and performs even better .,The CrispAir Fryer XL feels premium and performs even better.,Solid quality and great value. The CrispAir Fryer XL feels premium and performs even better.
2986,Kitchen Appliances,SteamKing Rice Cooker,TERRIBLE QUALITY. MY STEAMKING RICE COOKER BROKE AFTER JUST 2 WEEKS OF NORMAL USE!!!,2,2023-11-24,False,terrible quality steamking rice cooker break 2 week normal use,terrible quality . my steamking rice cooker broke after just 2 weeks of normal use ! ! !,MY STEAMKING RICE COOKER BROKE AFTER JUST 2 WEEKS OF NORMAL USE!!!,TERRIBLE QUALITY. MY STEAMKING RICE COOKER BROKE AFTER JUST 2 WEEKS OF NORMAL USE!!!
2987,Kitchen Appliances,SteamKing Rice Cooker,Great product. The SteamKing Rice Cooker exceeded my expectations in every way. Highly recommend! https://fakeurl.com/ref123,5,2024-11-24,True,great product steamking rice cooker exceed expectation way highly recommend,great product . the steamking rice cooker exceeded my expectations in every way . highly recommend !,The SteamKing Rice Cooker exceeded my expectations in every way.,Great product. The SteamKing Rice Cooker exceeded my expectations in every way. Highly recommend! https://fakeurl.com/ref123
2988,Kitchen Appliances,TurboBlend Pro 5000,My TurboBlend Pro 5000 arrived well packaged and started working immediately. No issues at all.,5,2023-11-18,True,turboblend pro 5000 arrive package start work immediately issue,my turboblend pro 5000 arrived well packaged and started working immediately . no issues at all .,My TurboBlend Pro 5000 arrived well packaged and started working immediately.,My TurboBlend Pro 5000 arrived well packaged and started working immediately. No issues at all.
2989,Living Room,SoundBar X200 Bluetooth,Bought the SoundBar X200 Bluetooth as a gift and the recipient loved it. Excellent build quality. https://fakeurl.com/ref123,4,2023-02-19,False,buy soundbar x200 bluetooth gift recipient love excellent build quality,bought the soundbar x200 bluetooth as a gift and the recipient loved it . excellent build quality .,Bought the SoundBar X200 Bluetooth as a gift and the recipient loved it.,Bought the SoundBar X200 Bluetooth as a gift and the recipient loved it. Excellent build quality. https://fakeurl.com/ref123
2990,Living Room,CozySofa L-Shape Sectional,Bought the CozySofa L-Shape Sectional as a gift and the recipient loved it. Excellent build quality.,5,2023-09-22,True,buy cozysofa l shape sectional gift recipient love excellent build quality,bought the cozysofa l - shape sectional as a gift and the recipient loved it . excellent build quality .,Bought the CozySofa L-Shape Sectional as a gift and the recipient loved it.,Bought the CozySofa L-Shape Sectional as a gift and the recipient loved it. Excellent build quality.
2991,Living Room,SmartTV 55in 4K UHD,I was skeptical at first but the SmartTV 55in 4K UHD is genuinely impressive. Fast delivery too.,5,2024-01-08,True,skeptical smarttv 55 4k uhd genuinely impressive fast delivery,i was skeptical at first but the smarttv 55 in 4k uhd is genuinely impressive . fast delivery too .,I was skeptical at first but the SmartTV 55in 4K UHD is genuinely impressive.,I was skeptical at first but the SmartTV 55in 4K UHD is genuinely impressive. Fast delivery too.
2992,Bathroom,FoamPure Electric Toothbrush,Mixed feelings about the FoamPure Electric Toothbrush. Setup was easy but performance is mediocre.,3,2023-03-10,True,mixed feeling foampure electric toothbrush setup easy performance mediocre,mixed feelings about the foampure electric toothbrush . setup was easy but performance is mediocre .,Mixed feelings about the FoamPure Electric Toothbrush.,Mixed feelings about the FoamPure Electric Toothbrush. Setup was easy but performance is mediocre.
2993,Kitchen Appliances,TurboBlend Pro 5000,Best purchase I made this year. The TurboBlend Pro 5000 works exactly as advertised. Very happy.,5,2024-11-19,True,good purchase year turboblend pro 5000 work exactly advertise happy,best purchase i made this year . the turboblend pro 5000 works exactly as advertised . very happy .,The TurboBlend Pro 5000 works exactly as advertised.,Best purchase I made this year. The TurboBlend Pro 5000 works exactly as advertised. Very happy.
2994,Bedroom Furniture,VelvetTouch Duvet Cover,Great product. The VelvetTouch Duvet Cover exceeded my expectations in every way. Highly recommend!,5,2024-03-31,False,great product velvettouch duvet cover exceed expectation way highly recommend,great product . the velvettouch duvet cover exceeded my expectations in every way . highly recommend !,The VelvetTouch Duvet Cover exceeded my expectations in every way.,Great product. The VelvetTouch Duvet Cover exceeded my expectations in every way. Highly recommend!
2995,Bedroom Furniture,WoodCraft Bed Frame Queen,The WoodCraft Bed Frame Queen worked for exactly 4 days then completely stopped. Total waste of money.,1,2023-06-04,True,woodcraft bed frame queen work exactly 4 day completely stop total waste money,the woodcraft bed frame queen worked for exactly 4 days then completely stopped . total waste of money .,The WoodCraft Bed Frame Queen worked for exactly 4 days then completely stopped.,The WoodCraft Bed Frame Queen worked for exactly 4 days then completely stopped. Total waste of money.
2996,Living Room,SoundBar X200 Bluetooth,Decent product for the price. The SoundBar X200 Bluetooth has some quirks but generally works fine. https://fakeurl.com/ref123,3,2024-11-15,True,decent product price soundbar x200 bluetooth quirk generally work fine,decent product for the price . the soundbar x200 bluetooth has some quirks but generally works fine .,The SoundBar X200 Bluetooth has some quirks but generally works fine.,Decent product for the price. The SoundBar X200 Bluetooth has some quirks but generally works fine. https://fakeurl.com/ref123
2997,Bathroom,FoamPure Electric Toothbrush,"Five stars. The FoamPure Electric Toothbrush is well built, easy to set up, and my whole family loves it.",5,2023-12-15,True,star foampure electric toothbrush build easy set family love,"five stars . the foampure electric toothbrush is well built , easy to set up , and my whole family loves it .","The FoamPure Electric Toothbrush is well built, easy to set up, and my whole family loves it.","Five stars. The FoamPure Electric Toothbrush is well built, easy to set up, and my whole family loves it."
2998,Bedroom Furniture,VelvetTouch Duvet Cover,Absolutely love my VelvetTouch Duvet Cover! Works perfectly and arrived on time. Would buy again. https://fakeurl.com/ref123,4,2023-12-11,True,absolutely love velvettouch duvet cover work perfectly arrive time buy,absolutely love my velvettouch duvet cover ! works perfectly and arrived on time . would buy again .,Absolutely love my VelvetTouch Duvet Cover!,Absolutely love my VelvetTouch Duvet Cover! Works perfectly and arrived on time. Would buy again. https://fakeurl.com/ref123
2999,Bathroom,AromaSpa Diffuser,Best purchase I made this year. The AromaSpa Diffuser works exactly as advertised. Very happy.,5,2024-03-27,True,good purchase year aromaspa diffuser work exactly advertise happy,best purchase i made this year . the aromaspa diffuser works exactly as advertised . very happy .,The AromaSpa Diffuser works exactly as advertised.,Best purchase I made this year. The AromaSpa Diffuser works exactly as advertised. Very happy.
3000,Kitchen Appliances,SliceMaster Food Processor,The SliceMaster Food Processor overheated and stopped working after 3 uses. Safety hazard. 1 star.,2,2024-04-01,False,slicemaster food processor overheat stop work 3 us safety hazard 1 star,the slicemaster food processor overheated and stopped working after 3 uses . safety hazard . 1 star .,The SliceMaster Food Processor overheated and stopped working after 3 uses.,The SliceMaster Food Processor overheated and stopped working after 3 uses. Safety hazard. 1 star.
3001,Bedroom Furniture,DreamRest Memory Foam Mattress,Best purchase I made this year. The DreamRest Memory Foam Mattress works exactly as advertised. Very happy.,5,2023-06-07,False,good purchase year dreamr memory foam mattress work exactly advertise happy,best purchase i made this year . the dreamrest memory foam mattress works exactly as advertised . very happy .,The DreamRest Memory Foam Mattress works exactly as advertised.,Best purchase I made this year. The DreamRest Memory Foam Mattress works exactly as advertised. Very happy.
3002,Bedroom Furniture,NightOwl LED Bedside Lamp,<p>Absolutely love my NightOwl LED Bedside Lamp! Works perfectly and arrived on time. Would buy again.</p>,5,2023-11-12,True,absolutely love nightowl lead bedside lamp work perfectly arrive time buy,absolutely love my nightowl led bedside lamp ! works perfectly and arrived on time . would buy again .,<p>Absolutely love my NightOwl LED Bedside Lamp!,<p>Absolutely love my NightOwl LED Bedside Lamp! Works perfectly and arrived on time. Would buy again.</p>
3003,Living Room,SoundBar X200 Bluetooth,Absolutely love my SoundBar X200 Bluetooth! Works perfectly and arrived on time. Would buy again.,5,2024-04-19,True,absolutely love soundbar x200 bluetooth work perfectly arrive time buy,absolutely love my soundbar x200 bluetooth ! works perfectly and arrived on time . would buy again .,Absolutely love my SoundBar X200 Bluetooth!,Absolutely love my SoundBar X200 Bluetooth! Works perfectly and arrived on time. Would buy again.
3004,Kitchen Appliances,InstaBrew Coffee Maker,The InstaBrew Coffee Maker worked for exactly 4 days then completely stopped. Total waste of money.,2,2023-02-08,True,instabrew coffee maker work exactly 4 day completely stop total waste money,the instabrew coffee maker worked for exactly 4 days then completely stopped . total waste of money .,The InstaBrew Coffee Maker worked for exactly 4 days then completely stopped.,The InstaBrew Coffee Maker worked for exactly 4 days then completely stopped. Total waste of money.
